timestamp,symbol,clean_text,original_sentiment,nlp_label,nlp_score
2026-06-18 18:52 ET,MRNA,wonder what made them change their mind,None,neutral,0.7699
2026-06-18 18:52 ET,MRNA,vote 9-0 interesting,None,neutral,0.8602
2026-06-18 18:52 ET,MRNA,1250 before earnings,Bullish,neutral,0.9089
2026-06-18 18:52 ET,MRNA,"funny how nvax baggies constantly attack . please don39t compare a successful well run company to a failure. moderna took advantage of the covid boom, built a huge war chest, and now has multiple late-stage oncology programs with potentially game-changing upside.",None,neutral,0.8063
2026-06-18 18:52 ET,MRNA,"all these stocks hit new 52 week highs at some point today today39s 52-week high list displays flawless portfolio balancing, as institutional capital aggressively synchronizes defensive value with hyper-growth momentum. financial ti",None,bullish,0.7744
2026-06-18 18:52 ET,MRNA,mrna stock clocks best week in over 4 years on fda advisory committee endorsement for flu vaccine,None,bullish,0.8178
2026-06-18 18:52 ET,MRNA,when i say this is just the start it really is.,None,neutral,0.8915
2026-06-18 18:52 ET,MRNA,are,Bullish,neutral,0.0
2026-06-18 18:52 ET,MRNA,"bitcoin isnt high risk bro if it is, so is and",Bullish,neutral,0.8802
2026-06-18 18:52 ET,QS,if we get an all time high i would genuinely cry,Bullish,neutral,0.4942
2026-06-18 18:52 ET,QS,can we get some sandis movement so i can retire plz thank you,None,neutral,0.839
2026-06-18 18:52 ET,QS,so much more to comejust be readydoing dd is fundamental lol,Bullish,neutral,0.7606
2026-06-18 18:52 ET,QS,another 500 shares added ah. going to be at 10k shares faster than anticipated lolthe rr here is undeniablelong amp strong,Bullish,mixed,0.5026
2026-06-18 18:52 ET,QS,????????????,Bullish,neutral,0.8
2026-06-18 18:52 ET,QS,me thinks fake bids in after hours seems tired at 8.10 area. caution is in order lots of red candles 9 to 9.5 seems risky here just fyi. god bless,Bearish,neutral,0.7189
2026-06-18 18:52 ET,QS,research agreement,None,neutral,0.9304
2026-06-18 18:52 ET,QS,maybe see if you can get a squeeze alert for,None,neutral,0.901
2026-06-18 18:52 ET,QS,"doing my part, 32,000 shares",Bullish,neutral,0.8674
2026-06-18 18:52 ET,QS,lets gooooo honda!!,Bullish,neutral,0.867
2026-06-18 18:52 ET,UUUU,uuuu thanks for the free money! short 16 puts did just fine!,None,bullish,0.8295
2026-06-18 18:52 ET,UUUU,"i know this is the future. theres betting going on when ww3 kicks off. some say end of 2026. either way, the sun is glorious but this is the way. look at all the srm stuff. i have a way safe uranium play that has workes better for me but this..... this is risky. they have s",None,neutral,0.8458
2026-06-18 18:52 ET,UUUU,drizz,Bullish,neutral,0.0
2026-06-18 18:52 ET,UUUU,"if the financing approval is confirmed, it does support sentiment for the uranium and rare earth theme, so short-term flow into names like is possible, but it still needs volume follow-through to sustain. im watching this sector too, follow me and i",None,neutral,0.6546
2026-06-18 18:52 ET,UUUU,just a reminder that june 22nd is the end of the first 60 day sprint by the doe through the defense production act nuclear fuel cycle consortium,None,neutral,0.898
2026-06-18 18:52 ET,UUUU,i wonder if some tech giant will jist come in and buyout the sector their competition will be dependent on? in my eyes these tech companies all face the same issue. that issue is everything upgrades and becomes obsolete. so why not convert a fraction yourself and gain,None,neutral,0.9119
2026-06-18 18:52 ET,UUUU,the point of no return with rare earths out of china was crossed. its on us now,Bullish,neutral,0.8797
2026-06-18 18:52 ET,UUUU,the truth,Bullish,neutral,0.854
2026-06-18 18:52 ET,UUUU,save powder for the next month.,Bullish,neutral,0.9291
2026-06-18 18:52 ET,UUUU,"next up 15-15.80 the quick money has passed now they39ve got the algos and ai watching and waiting to shake, frustrate, or buy on a dipoffering.",Bullish,neutral,0.8685
2026-06-18 18:52 ET,AAT,"share price 23.36 contract selected jan 15, 2027 22.5 calls buy zone 1.61 1.99 target zone 2.98 3.65 potential upside 75 roi time to expiration 226 days updates via",None,neutral,0.9143
2026-06-18 18:52 ET,AAT,"top insider buys ahs director loaded 244,300 shares at 4.831.18m buy. biggest size on the board. director bought 33,283 shares at 18.64620k insider scoop. 10 owner frank stansberry added 20,100 shares at 17.21346k conviction buy.",None,neutral,0.9177
2026-06-18 18:52 ET,AAT,"q1 3926 earnings results amp recap reported gaap eps of 0.08 down -88.57 yoy reported revenue of 110.59m up 1.83 yoy american assets trust affirms its full year 2026 ffo per diluted share guidance range of 1.96 to 2.10 per share, with a midpoint of 2.03.",None,bullish,0.828
2026-06-18 18:52 ET,AAT,"- american assets trust inc. common stock - 10k - updated risk factors aats 2026 10-k sharpens focus on office softness, tenant and retail co-tenancy risks, capital and mortgage refinancing constraints, hotter competition for deals, concentrated top tenants, cyberai and",None,neutral,0.6472
2026-06-18 18:52 ET,AAT,is a multifamily reit with a focus on sunbelt markets it faces near-term headwinds from new supply and moderating rent growth but benefits from long-term demographic trends.,None,bullish,0.5739
2026-06-18 18:52 ET,AAT,"q4 3925 earnings results amp recap reported gaap eps of 0.05 down -66.67 yoy reported revenue of 110.09m down -2.97 yoy american assets trust introduced 2026 annual guidance for ffo per diluted share ranging from 1.96 to 2.10, with a midpoint of 2.03, refl",None,bearish,0.8855
2026-06-18 18:52 ET,AAT,,Bullish,neutral,0.0
2026-06-18 18:52 ET,AAT,deep value play here with it being off its highs by 35 - good cash flow - steady quarterly dividend - nice yield!!! got it! recent upgrade to buy by zachs,Bullish,bullish,0.881
2026-06-18 18:52 ET,AAT,"- american assets trust inc. common stock - 10q - updated risk factors aat flags expanded risks from trade policies impacting tenants, leasing, development costs, and financials, and adds new concerns over tenant exposure to prolonged federal government shutdowns. reales",None,neutral,0.7506
2026-06-18 18:52 ET,AAT,american assets trust is a retail and office reit with high-quality properties but faces secular headwinds in some segments,None,bearish,0.9466
2026-06-18 18:52 ET,ABG,"share price 199.81 contract selected jan 15, 2027 200 calls buy zone 19.89 24.57 target zone 34.95 42.72 potential upside 66 roi time to expiration 212 days updates via",None,neutral,0.9271
2026-06-18 18:52 ET,ABG,"its not that theres been growth in sales, inflation has driven these balances higher. this all rolls over in 2027. delinquencies will increase, especially in subprime.",None,bearish,0.7454
2026-06-18 18:52 ET,ABG,"reported -21.26 yoy eps growth for q1, down from -8.13 in q4.",None,bearish,0.9758
2026-06-18 18:52 ET,ABG,q1 3926 earnings results amp recap reported gaap eps of 9.90 up 47.10 yoy reported revenue of 4.11b down -0.86 yoy,None,bearish,0.9264
2026-06-18 18:52 ET,ABG,reported - eps and - revenue for q1.,None,neutral,0.9373
2026-06-18 18:52 ET,ABG,"offers the cleanest, most data-backed insider signal out there. the combo of multiple buyers, a tight market cap, and solid volume makes it the best insider play on the us market, imo.",Bullish,bullish,0.8456
2026-06-18 18:52 ET,ABG,the beauty of abg is that youve got the ceo going all-in on a dirt-cheap valuation. this isn39t some hype-train play its a smart move on a massive profit machine that the market is totally sleeping on right now.,Bullish,neutral,0.8668
2026-06-18 18:52 ET,ABG,"ceo purchased 5,000 shares at 205.34 for a total of 1,026,706. hult david w now owns 90,683 shares.",Bullish,neutral,0.9529
2026-06-18 18:52 ET,ABG,"ceo purchased 5,000 shares at 205.34 for a total of 1,026,706. hult david w now owns 90,683 shares.",Bullish,neutral,0.0
2026-06-18 18:52 ET,ABG,"share price 217.10 contract selected jul 17, 2026 220 calls buy zone 31.96 39.48 target zone 56.22 68.72 potential upside 66 roi time to expiration 141 days updates via",None,neutral,0.9218
2026-06-18 18:52 ET,ABNB,"attacking 144 again, come on bulls make it stick this time",None,neutral,0.8183
2026-06-18 18:52 ET,ABNB,"i am super bullish on , one of my bigger holders long term. i think they are priced very fairly hard to find nowadays and i think they have much more growth potential than its currently pricing in... also vs industry peers deliveringride sharing they are on the cheap si",None,neutral,0.6402
2026-06-18 18:52 ET,ABNB,i languished in this for a while a while ago. then i discovered my dignity and self respect.,None,neutral,0.8442
2026-06-18 18:52 ET,ABNB,nuff said,None,neutral,0.8727
2026-06-18 18:52 ET,ABNB,"i have told you about the quotmulti-stagequot pilot synchronization that is fully completed in cc9.8, so it is critical to weigh both when reviewing a stock for investment purposes, and i did just that at 120 last year. reason i chilled and filled my buy orders.",None,neutral,0.9034
2026-06-18 18:52 ET,ABNB,"rewind back to 2025 for this discussion. below, the cc calendar now includes world event boxes gray, the ones that affect our markets in us, and also new for cc9.8, lavender boxes that are pooling major buyer activity. you can see how the tariff event was surrounded b",None,neutral,0.9457
2026-06-18 18:52 ET,ABNB,"hey, maybe silly lines do work, you just have to get lucky when you draw them. i do not use luck, i39ll show you the cc calendar, a fairly new component that lets you engage a trade in real-time wit actual proof and confidence, not guessing!",None,neutral,0.9171
2026-06-18 18:52 ET,ABNB,this one starting to run.,None,neutral,0.8579
2026-06-18 18:52 ET,ABNB,do you feel weird knowing cameras are watching you and could be anywhere in the house? 55,None,neutral,0.7589
2026-06-18 18:52 ET,ABNB,"too early to make the call but it finally managed to get above a resistance level at 140.36 but there is some more work to do. hopefully, it is now heading to test the 144-146 range for maybe a potential breakout to the upside. imho, the world cup should help this quart",Bullish,bullish,0.7555
2026-06-18 18:52 ET,ABTC,,None,neutral,0.0
2026-06-18 18:52 ET,ABTC,board members buys 450k shares at .87,Bullish,neutral,0.9291
2026-06-18 18:52 ET,ABTC,those 2.50 leaps at .35 and 1 leaps at .50 are a blessing to able to accumulate.,Bullish,neutral,0.7137
2026-06-18 18:52 ET,ABTC,stats say this company has two employees.... what do these employees do?,None,neutral,0.7462
2026-06-18 18:52 ET,ABTC,.x,None,neutral,0.0
2026-06-18 18:52 ET,ABTC,the next . they own the same amount of .x as 900 million market cap 1.2 million market cap lol,Bullish,neutral,0.9553
2026-06-18 18:52 ET,ABTC,wide pattern of crypto voices flagging capital rotation away from bitcoin into ai.,Bearish,bearish,0.7055
2026-06-18 18:52 ET,ABTC,,Bullish,neutral,0.0
2026-06-18 18:52 ET,ABTC,"first week of july they will receive their noncompliance letter for all those asking. if management doesnt already go through with the 40 to 1 reverse split themselves, they will have 6 months",Bearish,neutral,0.859
2026-06-18 18:52 ET,ABTC,.x,Bullish,neutral,0.0
2026-06-18 18:52 ET,ABUS,"ended with gt 5m volume today, largest since april. that was at the bottom of the channel. this was at the top. are we getting close to launch?",None,neutral,0.7954
2026-06-18 18:52 ET,ABUS,looks like someone dumped between 2 and 3 million shares in the last 10 minutes.,None,bearish,0.8512
2026-06-18 18:52 ET,ABUS,ah action,Bullish,neutral,0.8551
2026-06-18 18:52 ET,ABUS,"4 millions and its not rebalancing, what is going on here ?",None,neutral,0.5928
2026-06-18 18:52 ET,ABUS,the price didn39t move much but the volume is about quadruple the 10-day average volume. that39s really intriguing....,None,neutral,0.8234
2026-06-18 18:52 ET,ABUS,now almost 5 million traded,None,neutral,0.9047
2026-06-18 18:52 ET,ABUS,4 million volume?,None,neutral,0.8215
2026-06-18 18:52 ET,ABUS,1.6m block at the close. things are happening,None,neutral,0.8615
2026-06-18 18:52 ET,ABUS,have we lost nile?,None,bearish,0.8196
2026-06-18 18:52 ET,ABUS,my personal liberation day will be the day i can finally say goodbye to arbutus and you fine folks.,Bullish,neutral,0.8571
2026-06-18 18:52 ET,ACA,this looking petty good into next week,None,bullish,0.5597
2026-06-18 18:52 ET,ACA,"changes to medicaid, the and other key provisions of the one big beautiful bill act updated apr 24, 2026 5 min read the one big beautiful bill act of 2025 obbba, the massive budget reconciliation bill implementing many of the administrations top legislative p",None,neutral,0.8934
2026-06-18 18:52 ET,ACA,"fundamental analysis of arcosa, inc. based on financial data and reported results. aca",None,neutral,0.9446
2026-06-18 18:52 ET,ACA,wall st is expecting 1.22 eps for q2 reporting 0805 amc,None,neutral,0.901
2026-06-18 18:52 ET,ACA,new research today on sidotiresearch read note investing smallcap microcap,None,neutral,0.9349
2026-06-18 18:52 ET,ACA,"q1 3926 earnings results amp recap reported gaap eps of 0.77 up 60.42 yoy reported revenue of 571.7m down -9.54 yoy arcosa raised its full-year 2026 guidance for continuing operations, with revenues now expected between 2.6 billion and 2.7 billion, and adju",None,bullish,0.9498
2026-06-18 18:52 ET,ACA,lfg adding,Bullish,neutral,0.9268
2026-06-18 18:52 ET,ACA,new research today on sidotiresearch read note investing smallcap microcap,None,neutral,0.0
2026-06-18 18:52 ET,ACA,"share price 107.49 contract selected nov 20, 2026 145 calls buy zone 0.09 0.11 target zone 0.14 0.17 potential upside 57 roi time to expiration 231 days updates via",None,neutral,0.9153
2026-06-18 18:52 ET,ACA,new research this week on sidotiresearch read note investing smallcap microcap,None,neutral,0.9259
2026-06-18 18:52 ET,ACH,"transacted an early settlement of its exchange offers, issuing 539.25 million of new senior secured notes and amending its indentures.",None,bullish,0.8346
2026-06-18 18:52 ET,ACH,wall st is expecting -0.08 eps for q2 reporting 0731 bmo,None,neutral,0.7366
2026-06-18 18:52 ET,ACH,we fly tomorrow,Bullish,neutral,0.9263
2026-06-18 18:52 ET,ACH,,Bullish,neutral,0.0
2026-06-18 18:52 ET,ACH,,None,neutral,0.0
2026-06-18 18:52 ET,ACH,reported -0.04 eps and 627.80 revenue for q1.,None,neutral,0.873
2026-06-18 18:52 ET,ACH,"q1 3926 earnings results amp recap accendra health is affirming its prior guidance for net revenue and adjusted ebitda for the full year 2026, indicating maintained financial expectations for the upcoming period.",None,bullish,0.9134
2026-06-18 18:52 ET,ACH,.0096 next!!!,Bullish,neutral,0.8607
2026-06-18 18:52 ET,ACH,"if there was an alt season which their wasnt as scheduled this would have landed in the .07 to .10 range for sure. when alt season comes and it will this is is going to explode to the .09 to .12 range... hold for the gold people. patience is an expensive gift, dont expe",Bullish,neutral,0.8734
2026-06-18 18:52 ET,ACH,ondo up 35 today amd 75 in 1 month.. ach.x and ondo.x are partners,Bullish,bullish,0.6957
2026-06-18 18:52 ET,ACMR,"im still trying to map out where the clean nav discount real ai growth setups are showing up. names like , wus 2316, and even sk square type structures are the kind i keep coming back to. what stands out to me is the mismatch between how the market values them st",None,neutral,0.8634
2026-06-18 18:52 ET,ACMR,labels,Bullish,neutral,0.832
2026-06-18 18:52 ET,ACMR,"acm shanghai is worth roughly 25-26b today. acmr owns 73.6 of it, implying a stake value of 18b. yet acmrs entire market cap is only 6-7b.thats the valuation gap investors believe the hong kong listing could help unlock.",Bullish,neutral,0.7207
2026-06-18 18:52 ET,ACMR,heaviest volume of the day came at the close and ath.,None,neutral,0.7878
2026-06-18 18:52 ET,ACMR,finally making some real money! this is my second largest holding behind,Bullish,neutral,0.8424
2026-06-18 18:52 ET,ACMR,calling me names doesn39t make you better.,Bullish,neutral,0.5859
2026-06-18 18:52 ET,ACMR,a monster gltal,Bullish,neutral,0.8196
2026-06-18 18:52 ET,ACMR,"regrets with , that had a nasty 70 to 37 plunge where i was shaken out along the way",None,bearish,0.4677
2026-06-18 18:52 ET,ACMR,beastie,None,neutral,0.8202
2026-06-18 18:52 ET,ACMR,wow how far this has come,None,neutral,0.6722
2026-06-18 18:52 ET,ACON,.x brain,Bullish,neutral,0.9308
2026-06-18 18:52 ET,ACON,to the top,Bullish,neutral,0.846
2026-06-18 18:52 ET,ACON,icon,Bullish,neutral,0.0
2026-06-18 18:52 ET,ACON,,Bullish,neutral,0.0
2026-06-18 18:52 ET,ACON,,None,neutral,0.0
2026-06-18 18:52 ET,ACON,quot to the top quot extremely bullish,None,neutral,0.4179
2026-06-18 18:52 ET,ACR,just another day closer to bk,None,neutral,0.8171
2026-06-18 18:52 ET,ACR,-30 down and counting,None,neutral,0.6273
2026-06-18 18:52 ET,ACR,"so no news, yet a -23 drop in the past 2 week?",None,bearish,0.9398
2026-06-18 18:52 ET,ACR,why the big drop today?,None,bearish,0.7678
2026-06-18 18:52 ET,ACR,getting destroyed,None,neutral,0.7889
2026-06-18 18:52 ET,ACR,"with up to 3 rate raises being priced in, acr is screwed. everyone is bailing fast.",None,neutral,0.4309
2026-06-18 18:52 ET,ACR,"look at it go, -8 and dropping fast. already gave back all the gains over the past year. sure glad that dividend helps oh wait they haven39t paid one in almost 5 years.",None,bearish,0.7802
2026-06-18 18:52 ET,ACR,"-12 this week, not looking good for acr",None,bearish,0.6382
2026-06-18 18:52 ET,ACR,acres commercial realty entered a 2029-dated 375 million senior secured term loan facility and drew 310 million at closing.,None,neutral,0.8559
2026-06-18 18:52 ET,ACR,"better earnings, continue to monetize legacy re, cecl steady. book right under 30share no change really transaction internalizing the management in preparation for paying dividend it sounds like. slow going but steady. 24- 25 fair",None,neutral,0.6535
2026-06-18 18:54 ET,BFLY,famous pump and dump followed by a rug pull next week.,Bearish,neutral,0.9087
2026-06-18 18:54 ET,HQ,were obviously seeing a buyer of enormous confidence move into this. i suspect the reason will be revealed tomorrow at the conference the founder is speaking at,Bullish,neutral,0.9273
2026-06-18 18:54 ET,HQ,,None,neutral,0.0
2026-06-18 18:54 ET,HQ,"ran 63 yesterday. this was only day 1 of the run.. it will target 30 to 40. dont forget how ran from 7 to 44 in one week.. hq is low float. owns 13 and dell owns 8. described as microsoft of quantum world , this is the only quantum which is stil under 1 b",Bullish,neutral,0.9325
2026-06-18 18:54 ET,HQ,welcome to the otcqb venture market! right on! let39s get volatile !,Bullish,neutral,0.8868
2026-06-18 18:54 ET,HQ,ready for the start today,Bullish,neutral,0.8766
2026-06-18 18:54 ET,HQ,"this looks to be going the way like my and ! i smell another 20,000 gain coming! in early and holding long!",Bullish,bullish,0.5868
2026-06-18 18:54 ET,HQ,schwab turned off the buy button and rh increased maintenance to 80,Bullish,bullish,0.5519
2026-06-18 18:54 ET,HQ,"look at . a 63 parabolic move to 17.82 is great if you were early, but chasing here at 17.53 is how accounts get blown up. the chart is wildly overextended. notice the slight fade in after-hours? thats smart money locking in profits. im looking for a gap-fill trade. if we",None,mixed,0.5054
2026-06-18 18:54 ET,HQ,25 sooner than later ! just the beginning,Bullish,neutral,0.8802
2026-06-18 18:54 ET,HQ,lol look at what a bunch of shite.,None,mixed,0.5214
2026-06-18 19:53 ET,AIBZ,5900 shares and ready to launch,None,neutral,0.9239
2026-06-18 19:53 ET,AIBZ,"i am long, looking to its 99 down, its either really bad or really good to join now. is it good time to jump in? why ?",None,neutral,0.8181
2026-06-18 19:53 ET,AIBZ,loading up more next week !!!!,None,neutral,0.7296
2026-06-18 19:53 ET,AIBZ,or i wonder which one i should buy 1000 in,None,neutral,0.9256
2026-06-18 19:53 ET,AIBZ,15 soon,None,neutral,0.8884
2026-06-18 19:53 ET,AIBZ,,None,neutral,0.0
2026-06-18 19:53 ET,AIBZ,,None,neutral,0.0
2026-06-18 19:53 ET,ALOT,big bulls on mlec now,None,neutral,0.8324
2026-06-18 19:53 ET,ALOT,it was always onto wen the buyout myok,Bullish,neutral,0.9032
2026-06-18 19:53 ET,ALOT,top gainers pt2,None,neutral,0.0
2026-06-18 19:53 ET,ALOT,top gainers pt2,None,neutral,0.0
2026-06-18 19:53 ET,ARDX,"attached is a copy of an updated npv calculation of ardx using analyst consensus 10-year eps estimates. using a 12.5 discount rate, ardx39s valuation using eps knowing fcf would be slightly higher and excluding any terminal value 12.33 per share. ardx closed at",None,neutral,0.9256
2026-06-18 19:53 ET,BFLY,amazing technology... this is new to me but i39m putting it in the lineup of nude stocks and we39ll do some digging but congrats to those who are in,None,neutral,0.6802
2026-06-18 19:53 ET,BFLY,added shares right here for an oversold pop. ggs,Bullish,neutral,0.5247
2026-06-18 19:53 ET,BFLY,"looks like want another run. landed 3k 4, 04",Bullish,neutral,0.9013
2026-06-18 19:53 ET,BFLY,who else holding,None,neutral,0.8782
2026-06-18 19:53 ET,BFLY,i like 466 fluff!,Bullish,neutral,0.9282
2026-06-18 19:53 ET,BFLY,"who the fook bought this on leverage! just saying, that bag gotta be heavy",None,neutral,0.9153
2026-06-18 19:53 ET,BFLY,i sold some and put it into probably fugged,None,neutral,0.9364
2026-06-18 19:53 ET,BFLY,this one is acting like it wants to trend all day,None,neutral,0.8628
2026-06-18 19:53 ET,BFLY,staying above trend for now. monday pump wouldnt surprise me.,None,neutral,0.6017
2026-06-18 19:53 ET,BFLY,def see an offering coming after a 4 year high. lets see what next week brings.,Bearish,neutral,0.8544
2026-06-18 19:53 ET,CAT,that 1 handle looking mighty nice!!!,Bullish,neutral,0.5243
2026-06-18 19:53 ET,HQ,"running hot on the session, up 7.7 to 19.20 off the prior 17.82 close and vol is stacking. no read on what39s driving it yet. who else has this on their screen right now? live tape on the breakout",None,neutral,0.7691
2026-06-18 19:53 ET,HQ,we are still early here.. it will cross 30 soon.. jump in before its too late.. the only quantum which is green today..,Bullish,neutral,0.8367
2026-06-18 19:53 ET,HQ,coiling here for next leg up.,None,neutral,0.8986
2026-06-18 19:53 ET,HQ,,None,neutral,0.0
2026-06-18 19:53 ET,HQ,excellent 5 day runner here. shorts have limited shares at a very high rate. perfect set up to run more here! very.,Bullish,neutral,0.474
2026-06-18 19:53 ET,HQ,don39t get sucked into the scam. singapore,None,neutral,0.6854
2026-06-18 19:53 ET,HQ,looks ready for the next leg up past 20,None,neutral,0.7662
2026-06-18 19:53 ET,HQ,i sold to go more into this,Bullish,neutral,0.8621
2026-06-18 19:53 ET,HQ,,None,neutral,0.0
2026-06-18 19:53 ET,HQ,target 40,Bullish,neutral,0.9373
2026-06-18 19:53 ET,MRNA,real credible adcom members like the ones today always withold their opinions until they see the data. they never really changed their minds because they haven39t really had any before they see the data. the media spun their negative opinions for several weeks leading to,None,bearish,0.5838
2026-06-18 19:53 ET,MRNA,"whats so crazy to me is trump could be legitimately taking credit right now, nobel peace prize.",None,neutral,0.9068
2026-06-18 19:53 ET,QS,i like when the bears stfu for a while. i short stocks to but i dont troll boards trying to cheat weak hands out of their savings i do what i do and wait.,None,neutral,0.8696
2026-06-18 19:53 ET,QS,yeah this ah says alot expect a hard green monday ill be getting the bear traps out of storage this weekend,Bullish,neutral,0.4865
2026-06-18 19:53 ET,QS,a high-stakes bet for an engineers career the future of hondas all-solid-state battery development,Bullish,neutral,0.7988
2026-06-18 19:53 ET,QS,game over gentlemen if corners the vibrator market.,None,neutral,0.8428
2026-06-18 19:53 ET,QS,lol.. weak,Bearish,neutral,0.8823
2026-06-18 19:53 ET,QS,feel,Bullish,neutral,0.0
2026-06-18 19:53 ET,QS,in yo face shawty some japan in yo face,Bullish,neutral,0.9161
2026-06-18 19:53 ET,QS,when is er?,None,neutral,0.9096
2026-06-18 19:53 ET,QS,nobody does,None,neutral,0.9029
2026-06-18 19:53 ET,QS,"incredible news, finished at the high of day on 4x the avg volume. im in",Bullish,bullish,0.5559
2026-06-18 19:53 ET,UUUU,anyone of us that been in here awhile i39m sure had sum better expected returns on news of this magnitude. but i will have to say it39s not new to me. i was an og at and the suffering and price action was brutal. but once government came in n also focus has become,None,neutral,0.6959
2026-06-18 19:53 ET,ABUS,who has hidden gem stocks? momentum stocks are great until it reverses. i have a handful that i believe at 10x in the making. who else has a watchlist peppered with similar?,None,neutral,0.909
2026-06-19 13:29 ET,ARDX,1,Bullish,neutral,0.0
2026-06-19 13:29 ET,ARDX,was up to 3 a second ago... something brewing i39m not aware of?,None,neutral,0.7841
2026-06-19 13:29 ET,ARDX,"the situation right or wrong has not fundamentally changed over the last 2yrs below. a breakout above 6.5 is certainly meaningful imo and likely triggered by an external, credible catalyst acquisition under consideration, etc - otherwise, it is prudent to trade th",Bullish,neutral,0.8233
2026-06-19 13:29 ET,ARDX,were trending?,None,neutral,0.771
2026-06-19 13:29 ET,ARDX,the biotech index xbi of which ardx is a part of is breaking out of a long base. i like ardx on its own but a continued breakout of xbi will be good tailwinds for this undervalued stock. hoping for continued upward momentum in ardx.,Bullish,bullish,0.9414
2026-06-19 13:29 ET,ARDX,so is this move above 6 was just to kill the 6 dollar puts? the votes were counted and looks like we gave them everything they asked for. which is not the way i voted. really should make them earn their shares.,None,neutral,0.7446
2026-06-19 13:29 ET,ARDX,gapperscout. org rocks,Bullish,neutral,0.9358
2026-06-19 13:29 ET,ARDX,trending 344 am,Bullish,neutral,0.8701
2026-06-19 13:29 ET,ARDX,i can wait.,Bullish,neutral,0.905
2026-06-19 13:29 ET,ARDX,10 today?,None,neutral,0.8247
2026-06-19 13:29 ET,BFLY,nobody saw today coming lol,None,neutral,0.8613
2026-06-19 13:29 ET,BFLY,open the market juneteenth is a dumb liberal holiday!,None,neutral,0.8639
2026-06-19 13:29 ET,BFLY,"we all have a common goal which is to see be a revolutionary and successful company. ultimately, everyone has their price target, investment strategy and you have to be fine with what your strategy is. there are many on this board wh",Bullish,neutral,0.9047
2026-06-19 13:29 ET,BFLY,the price action here feels very controlled,None,neutral,0.7814
2026-06-19 13:29 ET,BFLY,,None,neutral,0.0
2026-06-19 13:29 ET,BFLY,,None,neutral,0.0
2026-06-19 13:29 ET,BFLY,9 bucks is still touching launch rail. looong ways to go to reach orbit,Bullish,neutral,0.8774
2026-06-19 13:29 ET,BFLY,im new here,None,neutral,0.9039
2026-06-19 13:29 ET,BFLY,"spacex options debut with an absolute monster session on day one, completely blowing past the historic meta ipo record! on this episode of the option block, we break down the massive volume, crashing implied vol, and extreme upside skew. plus, a look at the new fed chair3",None,neutral,0.8747
2026-06-19 13:29 ET,BFLY,"credit to those who39ve had the patience to hold this stock for the past five years. love him or disagree with him, one of the board39s most informed posters has consistently done deep research and often ends with quotfew understandquot for a reason. the traders c",None,neutral,0.8767
2026-06-19 13:29 ET,CAT,"top stock gainers thursday, june 18, 2026 intel hits a new all-time high, micron surges 8, and chips carry the market into the long weekend 1. 9.67 to 132.81 new all-time high 133.82 2. 15.87 to 8.00 3. 8 4.",None,bullish,0.6964
2026-06-19 13:29 ET,DIS,only thing worse than disney adults are the losers who voted for trump,None,bearish,0.8718
2026-06-19 13:29 ET,DIS,where you should ve held your money over the weekend its just getting started,Bullish,neutral,0.8336
2026-06-19 13:29 ET,DIS,world wide outage right now ??? loll,Bearish,bearish,0.5546
2026-06-19 13:29 ET,DIS,i wonder how many subscribers cancel subscription because of constant downtime here,Bearish,bearish,0.9531
2026-06-19 13:29 ET,DIS,no wonder company lost 50 value in last 5 years lol . shitty ass service,Bearish,bearish,0.833
2026-06-19 13:29 ET,DIS,"of course disney plus is down. i literally just got subscription. of course theres over 20,000 reports of it being down right now..",Bearish,bearish,0.9555
2026-06-19 13:29 ET,DIS,nature find a way,None,neutral,0.856
2026-06-19 13:29 ET,DIS,lol,None,neutral,0.0
2026-06-19 13:29 ET,DIS,world wide outages,Bearish,neutral,0.5343
2026-06-19 13:29 ET,DIS,i literally rented out the entire theater for my kids party at the toy story 5 premier.,None,neutral,0.9354
2026-06-19 13:29 ET,HQ,on the run.. the only green in the quantum world..,Bullish,neutral,0.8873
2026-06-19 13:29 ET,HQ,loaded the boat,None,neutral,0.8955
2026-06-19 13:29 ET,HQ,hope my followers have minted on this ticker.. more to come.. target 40,Bullish,neutral,0.8736
2026-06-19 13:29 ET,HQ,still has a market cap of only less than 1 billion. note the others in quantum world 4 billion 3 billion 7 billion 21 billion qbts 8 bullion average market cap in quantum world is 8 billion. hq target 40,Bullish,neutral,0.9442
2026-06-19 13:29 ET,HQ,anyone expecting a pop from todays event ?,None,neutral,0.903
2026-06-19 13:29 ET,HQ,is the microsoft of quantumm.,None,neutral,0.945
2026-06-19 13:29 ET,HQ,"out at 19.22 , dont trust this overnight",None,neutral,0.8847
2026-06-19 13:29 ET,HQ,not sure why i chased but in,Bullish,neutral,0.8383
2026-06-19 13:29 ET,HQ,powerhour,Bullish,neutral,0.9218
2026-06-19 13:29 ET,HQ,,Bullish,neutral,0.0
2026-06-19 13:29 ET,MRNA,"poison is up 200 from low of 20 last dec but nvax remains the same price! excepting steal the other 9.5 m shares against from shareholders, what else the mfker jj criminal regime done for the shareholders? none!",Bullish,neutral,0.8057
2026-06-19 13:29 ET,MRNA,time to work on the ytd ppl,None,neutral,0.8831
2026-06-19 13:29 ET,MRNA,flu outbreak at us military base. what a farce.,Bullish,bearish,0.876
2026-06-19 13:29 ET,MRNA,surely investors are all going to get their flu shot,Bearish,neutral,0.6943
